藏品名称,藏品来源,年代,介绍,图片链接,详情链接
"Maylay Theatre Program, Singapore , Nov. 14, 1898",MoPA - Gift of the Catherine and Ralph Benkaim Collection,c. 1898,"This is a photograph, made of albumen print on paper. Its accession number is M.2006.045.019b, and its dimensions are in. (mm).",,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=880&objectName=Maylay Theatre Program, Singapore , Nov. 14, 1898"
Medical doll,Gift of Virginia Kincaid Huschke,19th century,"This is a nan, made of Ivory. Its accession number is 2010.228, and its dimensions are 7 1/8 in. x 1 1/4 in. x 1 1/2 in. (18.1 cm x 3.18 cm x 3.81 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2010-228.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=881&objectName=Medical doll
Meiping Vase,Bequest of Emile Leonard Schoppe,1403-1424,"This is a Porcelain Vase, made of Jingdezhen ware. Its accession number is 1953.37, and its dimensions are 9 3/4 in. x 6 in. x 6 in. (24.77 cm x 15.24 cm x 15.24 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1953-37.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=882&objectName=Meiping Vase
"Member of Militia, Inner Mongolia",Victor Diaz Color Photography Collection,1979,"This is a Dye transfer print, made of Dye transfer print. Its accession number is 2015.4, and its dimensions are 14 11/16  x 10 1/32 in. (37.3  x 25.5 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-40.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=883&objectName=Member of Militia, Inner Mongolia"
Miniature Censer,Bequest of Emile Leonard Schoppe,early 12th century,"This is a Ceramic Censer, made of Jun ware. Its accession number is 1953.4, and its dimensions are 2 in. x 2 1/4 in. (5.08 cm x 5.72 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1953.40.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=884&objectName=Miniature Censer
Mirror,Gift of Colonel and Mrs. Francis E. Gillette,206 BCE-220,"This is a Bronze Mirror, made of Bronze. Its accession number is 1981.56, and its dimensions are 8 7/8 in. x 8 7/8 in. x 3/8 in. (22.54 cm x 22.54 cm x 0.95 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1981-56.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=885&objectName=Mirror
Mirror,Gift of Mrs. William Cyprian Cross in memory of her husband,618-906,"This is a Bronze Mirror, made of Bronze. Its accession number is 1964.128, and its dimensions are 4 11/16 in. x 4 11/16 in. x 5/8 in. (11.91 cm x 11.91 cm x 1.59 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1964.128.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=886&objectName=Mirror
Mirror,Gift of Mrs. Harry Grizzard,618-906,"This is a Bronze Mirror, made of Bronze. Its accession number is 1968.53, and its dimensions are 6 5/16 in. x 6 5/16 in. x 1/2 in. (16.03 cm x 16.03 cm x 1.27 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1968.53.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=887&objectName=Mirror
Mirror,Gift of Samuel Hindel,mid 8th century,"This is a Metal Mirror, made of Metal alloy with silver. Its accession number is 2001.52, and its dimensions are 5 13/16 in. x 5 13/16 in. x 5/8 in. (14.76 cm x 14.76 cm x 1.59 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=888&objectName=Mirror
Mirror,Bequest of Samuel Hindel,206 BCE-220,"This is a Bronze Mirror, made of Bronze. Its accession number is 2003.269, and its dimensions are 4 13/16 in. (12.22 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2003.269.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=889&objectName=Mirror
Mirror,"Gift of Mrs. Carlos Jos茅 Tavares in honor of former curator, Sung, Yu",19th century,"This is a Bronze Mirror, made of Bronze. Its accession number is 2003.119, and its dimensions are 11 1/4 in. x 11 1/4 in. x 1 11/16 in. (28.58 cm x 28.58 cm x 4.29 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2003.119.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=890&objectName=Mirror
Mirror,"Gift of Mrs. Carlos Jos茅 Tavares in honor of former curator, Sung, Yu",19th century,"This is a Bronze Mirror, made of Bronze. Its accession number is 2003.12, and its dimensions are 11 1/2 in. x 11 1/2 in. x 1 1/2 in. (29.21 cm x 29.21 cm x 3.81 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2003.120.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=891&objectName=Mirror
"Mirror (grape, foo dog, beetle design)",Bequest of Samuel Hindel,618-906,"This is a Bronze Mirror, made of Bronze. Its accession number is 2003.27, and its dimensions are 4 3/4 in. x 4 3/4 in. x 9/16 in. (12.07 cm x 12.07 cm x 1.43 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2003.270.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=892&objectName=Mirror (grape, foo dog, beetle design)"
Mirror (with figural landscape relief),Gift of Mrs. Carlos Jos茅 Tavares,20th century,"This is a Bronze Mirror, made of Bronze. Its accession number is 1994.95, and its dimensions are 6 5/8 in. x 4 3/4 in. x 1/4 in. (16.83 cm x 12.07 cm x 0.64 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994.95.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=893&objectName=Mirror (with figural landscape relief)
"Mirror (with floral design, hanging cord and tassle)",Gift of Mrs. Myrtle Shepherd Francis,undated,"This is a Satin Mirror, made of Satin. Its accession number is 1951.15.35.d, and its dimensions are 3 1/4 in. x 3 3/4 in. (8.26 cm x 9.53 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.15.35.d.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=894&objectName=Mirror (with floral design, hanging cord and tassle)"
Mirror (with lions and grapevine motif),Gift of Eugene and Carol Freeland,ca. 1930-1950,"This is a Bronze Mirror, made of Bronze. Its accession number is 2007.184, and its dimensions are 3 3/4 in. x 3 3/4 in. x 1/4 in. (9.53 cm x 9.53 cm x 0.64 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2007.184.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=895&objectName=Mirror (with lions and grapevine motif)
Mirror (with ship at sea and sea monster),Bequest of Samuel Hindel,1368-1644,"This is a Bronze Mirror, made of Bronze. Its accession number is 2003.279, and its dimensions are 6 9/16 in. x 6 3/4 in. x 5/16 in. (16.67 cm x 17.15 cm x 0.79 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2003.279.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=896&objectName=Mirror (with ship at sea and sea monster)
Mirror (with star and swirl motif),Gift of Eugene and Carol Freeland,206 BCE-220,"This is a Bronze Mirror, made of Bronze. Its accession number is 2007.183, and its dimensions are 6 1/4 in. x 6 1/4 in. x 5/8 in. (15.88 cm x 15.88 cm x 1.59 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2007.183.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=897&objectName=Mirror (with star and swirl motif)
Misty Evening,Donor unknown,17th century,"This is a Scroll Painting, made of Ink on silk, hanging scroll. Its accession number is 1982.88, and its dimensions are 44 5/8  x 25 1/2 in. (113.35  x 64.77 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1982.88.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=898&objectName=Misty Evening
Model of a Buffalo and Calf,Anonymous gift in loving memory of Evelyn H. Ornstein,early 20th century,"This is a Stone Sculpture, made of Soapstone. Its accession number is 1994.193, and its dimensions are 2 9/16 in. x 1 3/4 in. x 4 in. (6.51 cm x 4.45 cm x 10.16 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994.193.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=899&objectName=Model of a Buffalo and Calf
Model of a Tomb (with floral design),,undated,"This is a Metal Sculpture, made of Metal. Its accession number is 1924.552.a-e, and its dimensions are 2 1/8 in. x 2 1/2 in. x 3 7/8 in. (5.4 cm x 6.35 cm x 9.84 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924.552.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=900&objectName=Model of a Tomb (with floral design)
Modelling after the Painting of the Han People,Bequest of Elsie S. Kimberly,late 17th century,"This is a Scroll Painting, made of ink and colors on silk. Its accession number is 1966.9, and its dimensions are 47 1/8 in. x 17 5/8 in. (119.7 cm x 44.77 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1966.90.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=901&objectName=Modelling after the Painting of the Han People
Monkey (head),Donor unknown,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.22.3, and its dimensions are 5 in. x 4 1/8 in. (12.7 cm x 10.48 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-22-3.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=902&objectName=Monkey (head)
Monkey (head),Donor unknown,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.22.13, and its dimensions are 5 in. x 4 1/8 in. (12.7 cm x 10.48 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-22-13.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=903&objectName=Monkey (head)
Monks,Gift of Ambassador and Mrs. Everett F. Drumright,1962,"This is a Painting Folio, made of Ink and colors on paper. Its accession number is 1994.26.23, and its dimensions are 17 1/4 in. x 13 1/8 in. (43.82 cm x 33.34 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994-26-23.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=904&objectName=Monks
Monster,,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.21, and its dimensions are 22 1/4 in. x 20 1/4 in. (56.52 cm x 51.44 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-21.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=905&objectName=Monster
Moonlit Night,Museum purchase with funds provided by Earle W. Grant,1755,"This is a Painting Folio, made of Ink and color on silk. Its accession number is 1970.4.6, and its dimensions are 18 7/8 in. x 12 in. (47.94 cm x 30.48 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1970-4-6.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=906&objectName=Moonlit Night
Mortuary Group,Museum purchase with funds provided by the Helen M. Towle Bequest,ca. 1910,"This is a Stone Sculpture, made of Stone. Its accession number is 1937.44, and its dimensions are 11 1/2 in. x 9 3/4 in. x 5 3/4 in. (29.21 cm x 24.77 cm x 14.61 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1937.44.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=907&objectName=Mortuary Group
Mother and Child,Gift of Mrs. John Sheafe Douglas,1644-1911,"This is a Jade Sculpture, made of Jade. Its accession number is 1955.56, and its dimensions are 5 3/4 in. x 3 3/4 in. (14.61 cm x 9.53 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1955.56.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=908&objectName=Mother and Child
Mother and Dead Child,Gift of Mrs. T. L. Sears,ca. 1940,"This is a Woodblock, made of Woodblock. Its accession number is 1973.7, and its dimensions are ().",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=909&objectName=Mother and Dead Child
Mountain landscape with hut in the rain,Bequest of Elsie S. Kimberly,1663,"This is a Scroll Painting, made of Ink and color on paper. Its accession number is 1966.98, and its dimensions are 31 15/16  x 14 3/8 in. (81.12  x 36.51 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1966.98.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=910&objectName=Mountain landscape with hut in the rain
Mountainous Landscape with Two Figures on a Bridge,Museum purchase with funds provided by  Mrs. Frederick G. Jackson in memory of Mr. Frederick G. Jackson,1558,"This is a Fan Painting, made of Ink and colors on gold paper mounted on board. Its accession number is 1968.73.e, and its dimensions are 6 3/8  x 19 1/2 in. (16.19  x 49.53 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1968.73 E.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=911&objectName=Mountainous Landscape with Two Figures on a Bridge
Mountains,Museum purchase with funds provided by the Asian Arts Council in memory of King Quon,ca. 1955,"This is a Scroll Painting, made of Ink and color on paper, handscroll. Its accession number is 1977.48, and its dimensions are 35 15/16 in. x 72 13/16 in. (91.28 cm x 184.94 cm).",https://collection.sdmart.org/Media/Previews/1971-1980_Embark_Object_Photos/1977-48.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=912&objectName=Mountains
mouth piece,Gift of Mrs. Hetta E. Quint,undated,"This is a Wood Tip, made of Wood. Its accession number is 1930.31.1.6, and its dimensions are 1 3/16 in. x 1/2 in. x 1/2 in. (3.02 cm x 1.27 cm x 1.27 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1930.31a.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=913&objectName=mouth piece
Musical Instrument (with dragon design),Bequest of Samuel Hindel,undated,"This is a Silver Instrument, made of Silver. Its accession number is 2003.266, and its dimensions are 3 in. x 15/16 in. x 15/16 in. (7.62 cm x 2.38 cm x 2.38 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2003.266.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=914&objectName=Musical Instrument (with dragon design)
Nestling Crane,Anonymous gift in loving memory of Evelyn H. Ornstein,18th century-19th century,"This is a Jade Sculpture, made of Nephrite jadeite. Its accession number is 1994.216, and its dimensions are 1 in. x 2 5/8 in. x 1 5/8 in. (2.54 cm x 6.67 cm x 4.13 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994.216.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=915&objectName=Nestling Crane
Netsuke,Gift of Mrs. Hetta E. Quint,undated,"This is a Netsuke, made of Wood. Its accession number is 1930.31.1.3, and its dimensions are 8 3/8 in. x 1 1/16 in. x 3/4 in. (21.27 cm x 2.7 cm x 1.91 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1930.31.3.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=916&objectName=Netsuke
Netsuke,Gift of Mrs. Hetta E. Quint,undated,"This is a Wood Netsuke, made of Wood. Its accession number is 1930.31.2.3, and its dimensions are 8 3/16 in. x 1 1/8 in. x 1 5/8 in. (20.8 cm x 2.86 cm x 4.13 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1930.31.2.3.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=917&objectName=Netsuke
New Women,Museum purchase with funds from an anonymous donor,2000,"This is a Color photograph, made of Color photograph. Its accession number is 2019.2, and its dimensions are 21 7/16 x 39 7/16 in. (54 x 100 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2019-20.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=918&objectName=New Women
New Year's Feast Container (with floral design),Gift of Isamu Kawaguchi,19th century,"This is a Ceramic Dish, made of Imari ware. Its accession number is 2005.84.a-d, and its dimensions are 4 11/16 in. x 3 15/16 in. x 3 15/16 in. (11.91 cm x 10 cm x 10 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2005.84.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=919&objectName=New Year's Feast Container (with floral design)
Night Banquet in an Orchard,Gift of the Asian Arts Committee,17th century,"This is a Scroll Painting, made of Watercolor on silk, hand scroll. Its accession number is 1954.28, and its dimensions are 168 in. x 14 1/4 in. (426.72 cm x 36.2 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1954-28.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=920&objectName=Night Banquet in an Orchard
Nine birds in bush,Anonymous,20th century,"This is a nan, made of Ink and color on silk. Its accession number is 2017.27, and its dimensions are 11 1/4 in. x 12 1/16 in. (28.58 cm x 30.64 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2017-27.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=921&objectName=Nine birds in bush
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.1, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-1.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=922&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.2, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=923&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.3, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-3.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=924&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.4, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-4.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=925&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.5, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-5.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=926&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.6, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-6.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=927&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.7, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-7.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=928&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.8, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-8.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=929&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.9, and its dimensions are 27  x 53 5/8  x 1/2 in. (68.58  x 136.21  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-9.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=930&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.10, and its dimensions are 27  x 54 3/8  x 1/2 in. (68.58  x 138.11  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-10.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=931&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.11, and its dimensions are 27  x 53 1/4  x 1/2 in. (68.58  x 135.26  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-11.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=932&objectName=Noble Virtues
Noble Virtues,Gift of the artist,2015,"This is a nan, made of Ink and Paper on panel. Its accession number is 2015.28.12, and its dimensions are 27  x 52  x 1/2 in. (68.58  x 132.08  x 1.27 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-28-12.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=933&objectName=Noble Virtues
Officer,,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.12, and its dimensions are 21 1/2 in. x 18 1/2 in. (54.61 cm x 46.99 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924.738.12.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=934&objectName=Officer
"Official Informal Court Robe, 1st Rank (Five Claws)",Gift of Mrs. W. B. Wideman,1874-1908,"This is a Gauze Robe, made of Gauze. Its accession number is 1984.32, and its dimensions are 51 1/2 in. x 58 in. (130.81 cm x 147.32 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1984.32.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=935&objectName=Official Informal Court Robe, 1st Rank (Five Claws)"
Oil Lamp,Bequest of Emile Leonard Schoppe,618-906,"This is a Ceramic Lamp, made of Ceramic. Its accession number is 1953.6, and its dimensions are 2 7/16 in. x 3 11/16 in. x 3 11/16 in. (6.19 cm x 9.37 cm x 9.37 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1953.60.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=936&objectName=Oil Lamp
Ojime,Gift of Mrs. Hetta E. Quint,undated,"This is a Ojime, made of Wood. Its accession number is 1930.31.1.2, and its dimensions are 5/8 in. x 5/8 in. x 5/8 in. (1.59 cm x 1.59 cm x 1.59 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1930.31.1.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=937&objectName=Ojime
Ojime,Gift of Mrs. Hetta E. Quint,undated,"This is a Ivory Ojime, made of Ivory. Its accession number is 1930.31.2.2, and its dimensions are 3/4 in. x 3/4 in. x 3/8 in. (1.91 cm x 1.91 cm x 0.95 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1930.31.2.2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=938&objectName=Ojime
Old Man (with moving arm),Gift of Carlotta Mabury,late 19th century-early 20th century,"This is a Ivory Sculpture, made of Ivory. Its accession number is 1938.237.20, and its dimensions are 2 5/8 in. x 13/16 in. x 13/16 in. (6.67 cm x 2.06 cm x 2.06 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1938.237.20.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=939&objectName=Old Man (with moving arm)
Old Man with a Double Gourd,Gift of Anne and John Chew,1927,"This is a Scroll Painting, made of Ink and color on paper, hanging scroll. Its accession number is 1994.107, and its dimensions are 17 3/4  x 19 1/4 in. (45.09  x 48.9 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994.107.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=940&objectName=Old Man with a Double Gourd
Old Woman,,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.20, and its dimensions are 18 1/2 in. x 19 in. (46.99 cm x 48.26 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-20.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=941&objectName=Old Woman
One Hundred Sparrows,Gift of Mr. and Mrs. Archer M. Huntington,18th century,"This is a Hanging Scroll, made of Ink and color on silk, hanging scroll. Its accession number is 1938.250.f, and its dimensions are 60 in. x 35 1/2 in. (152.4 cm x 90.17 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1938.250f.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=942&objectName=One Hundred Sparrows
