藏品名称,作者,年代,描述,图片链接,详情链接
"""Such is the Beauty of Our Rivers and Mountains""",Fu Baoshi,dated 1965,,https://images.metmuseum.org/CRDImages/as/mobile-large/SL_8_2012_2_77_02.jpg,https://www.metmuseum.org/en/art/collection/search/76714
Hunan Scenery after Mao’s Poem,Fu Baoshi,dated 1964,,https://images.metmuseum.org/CRDImages/as/mobile-large/SL_8_2012_3_10_Strm1_01.JPG,https://www.metmuseum.org/en/art/collection/search/77009
"""Never Wanting to be a Busy Man""",Fu Baoshi,1930s,,https://images.metmuseum.org/CRDImages/as/mobile-large/SL_8_2012_2_10_01.jpg,https://www.metmuseum.org/en/art/collection/search/76648
Landscapes of the Four Seasons,Shitao (Zhu Ruoji),未知年代,"Shitao frequently employed the album format to give full play to his imaginative use of brush techniques and compositional designs. In this series of eight leaves, datable stylistically to the last decade of the artist's life, he explores the theme of landscape. Working in a free, wet-ink manner, Shitao reveals his independence from conventional models and methods in these highly personal images. As he observed in his Recorded Sayings on Painting of about 1700:Even if my brush does not resemble brush and my ink does not resemble ink and my painting does not resemble painting, I make sure that my self is always present in my work.(Wen Fong, trans.)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP162815.jpg,https://www.metmuseum.org/en/art/collection/search/49180
"""A Work with which Baoshi is Satisfied""",Fu Baoshi,1930s,,https://images.metmuseum.org/CRDImages/as/mobile-large/SL_8_2012_2_7_01.jpg,https://www.metmuseum.org/en/art/collection/search/76645
Landscape in the Style of Shitao,Fu Baoshi,dated 1943,,https://images.metmuseum.org/CRDImages/as/mobile-large/FBS.015.jpg,https://www.metmuseum.org/en/art/collection/search/76650
“Often after Being Drunk”;  Poetic Thoughts of Bitter Melon [Shitao]”,Fu Baoshi,dated 1941,,https://images.metmuseum.org/CRDImages/as/mobile-large/SL_8_2012_2_32_01.jpg,https://www.metmuseum.org/en/art/collection/search/76670
"""Not as Good as Being One in Ten Thousand""",Fu Baoshi,dated 1959,,https://images.metmuseum.org/CRDImages/as/mobile-large/SL_8_2012_2_54_01.jpg,https://www.metmuseum.org/en/art/collection/search/76691
Two hawks in a thicket,Lin Liang,mid- 15th century,"One of the leading court painters of bird-and-flower scenes, the Cantonese artist Lin Liang specialized in bold, expressive, monochrome depictions of birds in the wild.Never before had there been such hawks as those painted by Lin Liang. Standing like monuments to strength and courage on the highest frozen peaks swept by bitter winds, living in worlds that lesser creatures could not inhabit, Lin's great birds are embodiments of heroism. In contrast to his usual image of hawks silhouetted against the sky and surveying their surroundings from a high perch, however, these noble birds appear withdrawn and reclusive, inviolable and inaccessible, as if lost in a dense forest of old trees and thick bamboo where no one could possibly reach them.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP157342.jpg,https://www.metmuseum.org/en/art/collection/search/45676
Returning home through the snow,Dai Jin,ca. 1455,"A solitary figure, too humbly dressed for the cold buffeting wind, draws a protective sleeve to his face as he quickly makes his way to the comfort of the dwelling nestled among bare trees and snow-laden bamboo—perhaps Dai's own Bamboo Snow Studio. Dai Jin was one of the last major masters to embody the artistic traditions of the Southern Song Imperial Painting Academy, but he was also a very versatile painter who drew inspiration from diverse sources. In this painting, the manner of outlining forms with a gentle sinuous line, the large and powerful deciduous trees, and the scale of the figure in relationship to the setting recall the works of the Yuan artist Sheng Mou (act. ca. 1310–60).The tendency toward swift, sketchy, cursive brushwork here is a hallmark of Dai Jin's later work. Dai sometimes painted precariously close to the edge of control, creating a distinctively kinesthetic, movement-filled style that was fresh and new and that would greatly influence later Ming professional painting.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP274156.jpg,https://www.metmuseum.org/en/art/collection/search/44699
Portrait of the artist’s great-granduncle Yizhai at the age of eighty-five,Ruan Zude,dated 1561 or 1621,"This portrait was made to celebrate the eighty-fifth birthday of the sitter, who is identified in the inscription as the artist’s great granduncle Yizhai. Portraits of couples were sometimes made on milestone birthdays of the husband; while the couple lived, the paintings allowed the family to celebrate them, and after their deaths the images could be repurposed for ritual veneration. The features of the man in this portrait are beautifully characterized—his high cheekbones, pursed lips, and gentle gaze communicate a sense of kindness and the wisdom of age.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15980-001.jpg,https://www.metmuseum.org/en/art/collection/search/36081
Seated Musician,China,未知年代,"This amiable flute (chi) player is poised in anticipation of bringing the instrument to his lips. The chi was the predecessor of the two types of flute used in Chinese music today—the end-blown, vertically held xiao and the transverse flute depicted here, which is now known as the dizi.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP140157.jpg,https://www.metmuseum.org/en/art/collection/search/73218
Crooked Pine,Wu Zhen,dated 1335,"Because it retains its greenery even in the dead of winter, the pine symbolizes endurance and fortitude. For Yuan-dynasty scholars living under the alien rule of the Mongols, depictions of ancient pines became a potent metaphor for survival in the face of political discrimination.Wu Zhen was an educated man who in more settled times would have followed a career in government service. He chose instead to live in reclusion in the mountains of Zhejiang Province. Calling himself the Plum Blossom Daoist (Meihua Daoren), he made a humble living through the practice of divination.In his inscription, Wu describes the source of his inspiration for this painting:In winter, the eleventh lunar month of the third year of theYuantong reign era [December 1335], while visiting theCloudy Grotto, I saw a crooked and twisting ancient tree.So I wrote this picture to record what I saw. Meihua Daoren[the Plum Blossom Daoist, Wu Zhen] playing with ink.",https://images.metmuseum.org/CRDImages/as/mobile-large/DT8082.jpg,https://www.metmuseum.org/en/art/collection/search/41462
Peony,Wang Wu,late 17th century,"Wang Wu painted this fan using the “boneless manner” (mogu fa), in which blocks of color are used to define shapes without ink outlines.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP153888.jpg,https://www.metmuseum.org/en/art/collection/search/49148
Peach Blossom Spring,Zhang Hong,dated 1638,"""Peach Blossom Spring,"" as first told by the poet Tao Qian (365–427), is the tale of a fisherman who, having followed a stream lined with blossoming peach trees, stumbles upon an idyllic community that for generations has been sequestered from political and social upheavals. He eventually takes his leave, but when he tries to find the stream again, it has vanished.In Zhang Hong's keenly observed interpretation, the viewer is led from a winding stream through a cloudbank to the spot where the fisherman, oar in hand, first encounters the sheltered people, whose clothing styles haven't changed since the Qin dynasty (221–207 B.C.). The remainder of the scroll lovingly examines the ageless rhythms of rural life, especially those related to rice cultivation and silk production. Painted just six years before the collapse of the Ming dynasty, this vision of a utopian world must have been especially appealing.Zhang Hong, a native of Suzhou, was an accomplished landscape and figure painter who became known as a Ming loyalist in the early years of the Manchu Qing dynasty (1644–1911). Mounted after Zhang's painting is another version of the story composed by Wang Wei (701–761), and transcribed by Zhang's fellow townsman Fan Yunlin (1558–1641), a scholar-official and calligrapher.",https://images.metmuseum.org/CRDImages/as/mobile-large/S_L_4_2007_1_1_sec02_crd.jpg,https://www.metmuseum.org/en/art/collection/search/73650
Lofty mountains,Hou Maogong,dated 1569,"Hou Maogong was a student of both Wen Zhengming (1470–1559) and Qian Gu (1508–1574). Inscriptions on his surviving works, ranging in date from 1544 to 1577, show that he was also on intimate terms with Wen's sons, Wen Peng (1498–1573) and Wen Jia (1501–1583), as well as with other members of the Suzhou artistic circle. High Mountains has the narrow format, pastel coloration, and attenuated figures, trees, and rocks that are typical of late-Wen-school landscape paintings. Hou's works are considered rare.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13880-002.jpg,https://www.metmuseum.org/en/art/collection/search/48910
Bamboo copied after Wen Tong,Ke Jiusi,dated 1343,"This dramatically cropped image of bamboo reveals neither the plant's base nor its tip; rather, the leaves and branches seem to defy gravity, giving the pendent bough a sense of dynamic movement and growth. The contrasting ink tones and thrusting brushstrokes that define the leaves add to the vitality of the image.Ke Jiusi, a leading connoisseur and curator of the imperial art collection, here demonstrates his scholarly approach to the study of antique models by freely copying a work by the Northern Song master Wen Tong (1019–1079), the patriarch of the monochrome bamboo genre.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-29289-002.jpg,https://www.metmuseum.org/en/art/collection/search/39546
Scholar in a Plantain Grove,Zhang Daqian,1944,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-25783-002.jpg,https://www.metmuseum.org/en/art/collection/search/856001
Two Goddesses of the Xiang River,Fu Baoshi,1944,,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-L_2022_15_19-002.jpg,https://www.metmuseum.org/en/art/collection/search/856015
Boating in Autumn,Zhang Daqian,1973,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-25788-002.jpg,https://www.metmuseum.org/en/art/collection/search/855994
"Bamboo, plum, and rock",Li Fangying,dated 1743,"Only after failing in his pursuit of a career as a government official did Li Fangying dedicate himself to painting as a means of survival. For Li and men like him, the plum, which dares to bloom in the cold of late winter, was a symbol of perseverance in a world that did not appreciate their talents. Li’s love of blossoming plum was such that he named his studio the Plum Blossom Tower; it was there, in 1743, that he made this painting. The poem reads, in part:The mist engulfing the empty mountains hasn’t dissipated at dawn.In the dim light it reflects upon itself whose talent is appreciated by none other.Exemplary of the spirit against winter’s bitter cold, it cannot be subdued.New signs have arrived from heaven.—Translation by Shi-yee Liu",https://images.metmuseum.org/CRDImages/as/mobile-large/1971_256_O.JPG,https://www.metmuseum.org/en/art/collection/search/49247
Landscape with Trees in the Manner of Ni Zan (1301–1374),Dong Qichang,ca. 1622–25,"Dong Qichang revived the tenets of the scholar-painter: to follow the ancient models and to apply the principles of calligraphy to painting. In proposing a ""great synthesis"" of all ancient landscape idioms, Dong turned landscape forms into calligraphic abstractions. The most desirable element in painting, according to Dong, was brushwork rather than representation: ""If one considers the wonders of brush and ink, real landscape can never equal painting.""This painting is an interpretation of the Yuan master Ni Zan's (1306–1374) art. Dong Qichang regarded Ni's painting as a calligraphic abstraction of the tenth-century master Dong Yuan's style and used Dong Yuan's ""hemp-fiber"" texture strokes to re-create Ni Zan's brush landscape idiom.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-35742-002.jpg,https://www.metmuseum.org/en/art/collection/search/48953
Landscape,Yang Wencong,dated 1635,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-32939-002.jpg,https://www.metmuseum.org/en/art/collection/search/51781
Eight Views of Xiao and Xiang,Pan Simu,1835,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-33645-001.jpg,https://www.metmuseum.org/en/art/collection/search/904723
Excerpts from Wanjulu in Seal Script,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_263_01_sf.jpg,https://www.metmuseum.org/en/art/collection/search/73256
Attendant with Lotuses,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP222704.jpg,https://www.metmuseum.org/en/art/collection/search/72930
Mynah and Lychee,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_200.jpg,https://www.metmuseum.org/en/art/collection/search/72919
Sketches of Heads,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP222701.jpg,https://www.metmuseum.org/en/art/collection/search/72895
"Bird, Grapes and Butterfly",Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_201.jpg,https://www.metmuseum.org/en/art/collection/search/72920
"Bamboo, Rocks and Small Trees",Xie Zhiliu,undated,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_3.jpg,https://www.metmuseum.org/en/art/collection/search/72948
Landscape and Plant Studies,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-2005_411_50_at-002.jpg,https://www.metmuseum.org/en/art/collection/search/72945
"Flowering Plants, Cat and Three Kittens",Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP222731.jpg,https://www.metmuseum.org/en/art/collection/search/72842
Zhonggui (Slayer of Devils),Shao Shaoyi,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-32929-002.jpg,https://www.metmuseum.org/en/art/collection/search/53581
Bamboo in Spring Rain,Xu Zonghao,ca. 1945,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-32930-002.jpg,https://www.metmuseum.org/en/art/collection/search/53582
Pigeon on a Blossoming Branch,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_230.JPG,https://www.metmuseum.org/en/art/collection/search/73052
Chrysanthemums and Butterflies,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP222713.jpg,https://www.metmuseum.org/en/art/collection/search/73098
Peonies; Calligraphy (verso),Xie Zhiliu,undated,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_10_front.jpg,https://www.metmuseum.org/en/art/collection/search/72956
Design for a Hall Lamp No.6,Lamqua,ca. 1845,,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP805931.jpg,https://www.metmuseum.org/en/art/collection/search/363839
Peonies and Rock,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP224430.jpg,https://www.metmuseum.org/en/art/collection/search/73032
River Landscape,Xie Zhiliu,1940s,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_14.jpg,https://www.metmuseum.org/en/art/collection/search/73236
Design for Hall Lamp No.9,Lamqua,ca. 1845,,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP807506.jpg,https://www.metmuseum.org/en/art/collection/search/363840
In the Sky,Qiu Anxiong,2005,,https://images.metmuseum.org/CRDImages/as/mobile-large/DSC_0058.jpg,https://www.metmuseum.org/en/art/collection/search/77560
Xuanyi zhushu lueju,Xie Zhiliu,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/2005_411_276_02_sf.jpg,https://www.metmuseum.org/en/art/collection/search/73268
Ink City,Chen Shaoxiong,2005,,https://images.metmuseum.org/CRDImages/as/mobile-large/Ink_City_5.jpg,https://www.metmuseum.org/en/art/collection/search/77565
Ink History,Chen Shaoxiong,2010,,https://images.metmuseum.org/CRDImages/as/mobile-large/Ink_History_5.jpg,https://www.metmuseum.org/en/art/collection/search/78021
Flying South,Qiu Anxiong,2006,,https://images.metmuseum.org/CRDImages/as/mobile-large/IA.QiuA.3.jpg,https://www.metmuseum.org/en/art/collection/search/77561
Ink Diary,Chen Shaoxiong,2006,,https://images.metmuseum.org/CRDImages/as/mobile-large/MH2_Fig.56.01R1_66H.jpg,https://www.metmuseum.org/en/art/collection/search/78019
Ink Things,Chen Shaoxiong,2007,,https://images.metmuseum.org/CRDImages/as/mobile-large/MH2_Fig.55.02R1_66H.jpg,https://www.metmuseum.org/en/art/collection/search/78020
Natural Rock Bridge,Lu Zhi,dated 1556,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-36431-002.jpg,https://www.metmuseum.org/en/art/collection/search/44606
Seven Sages of the Bamboo Grove,Liu Yanchong,1844,"In a bamboo grove surrounded by pine trees and rocks, four men listen to a friend play the zither. Nearby, a man washes his feet in the stream as a seventh and final companion approaches on a dirt path. These are the Seven Sages of the Bamboo Grove, men of the third century who retreated from the chaos of society to cultivate themselves amid the quietude of nature. Secluded from politics, they played music, drank wine, and conversed about lofty subjects. They were frequently depicted by artists in a variety media.",https://images.metmuseum.org/CRDImages/as/mobile-large/LC-L_2016_67_19_005.jpg,https://www.metmuseum.org/en/art/collection/search/737747
Forced Conscription,Chen Yanqiao,20th century,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-28219-001.jpg,https://www.metmuseum.org/en/art/collection/search/895474
Daoist divine official,Qiao Bin,dated 1482,"This figure of a Daoist deity is embellished with low-fired lead glaze colors typical of Ming religious ceramic sculptures made in Shanxi Province. An inscription on the back indicates that a certain Daoist priest ordered three sets of sculptures for his monastery in the Tiantan Mountains of Shanxi. Chief among these was a set of the Three Divine Officials (sanguan), Daoist deities who preside over heaven, earth, and water, respectively. The clothing on this sculpture helps to identify it as one of the three officials, though which one is uncertain.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP236431.jpg,https://www.metmuseum.org/en/art/collection/search/50549
Historical and Legendary Figures,Hu Zhang,1873,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-35854-001.jpg,https://www.metmuseum.org/en/art/collection/search/904736
Landscape,Zhu Angzhi,1822,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-35730-002.jpg,https://www.metmuseum.org/en/art/collection/search/904727
Xie Lingyun,Fan Zeng,dated 1980,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-36428-001.jpg,https://www.metmuseum.org/en/art/collection/search/42557
Landscape,Li Kui,Undated,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-35731-002.jpg,https://www.metmuseum.org/en/art/collection/search/904731
Landscape with fisherman,Jin Cheng,1926,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-35734-002.jpg,https://www.metmuseum.org/en/art/collection/search/904737
Ruyi,Ai Weiwei,2006,"Ai’s reinterpretation of a ruyi (wish fulfillment) scepter, an emblem of longevity and good fortune, recontextualizes its traditional iconography to insinuate new layers of meaning. The ruyi’s form is derived from a mushroom-shaped fungus that for more than two millennia was thought to confer immortality. Ai’s scepter riffs on this belief by making its health-granting properties anatomically specific. Composed of ceramic human organs, Ai’s scepter calls to mind not long life but humankind’s physical vulnerability.",https://images.metmuseum.org/CRDImages/as/mobile-large/BB_Fig.16_66K.jpg,https://www.metmuseum.org/en/art/collection/search/78217
Round-backed Armchair,Shao Fan,2000,"This pair of armchairs belong to Shao’s Chair series in which historic Ming-style forms are transformed into sleek, sometimes surreal, modern hybrids using contemporary forms, techniques, and materials. These works not only illuminate aesthetic connections across time and culture, but also demonstrate how China’s past can both adapt to and coexist with its rapidly changing and increasingly globalized present.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP284975.jpg,https://www.metmuseum.org/en/art/collection/search/76089
Study for Ink Handscroll,Liu Dan,1990,"This study illuminates Liu’s process in creating the monumental, convoluted vision Ink Handscroll, on view on your right. Liu began by squaring a small pencil sketch transfer to the full-size scroll, which he affixed to the walls of his studio. He used thread stretched between pins to recreate the grid at a larger scale and then transferred the design using faint ink lines or dots. Only then did Liu begin the slow process of filling in the forms with texture strokes and pale washes.",https://images.metmuseum.org/CRDImages/as/mobile-large/LD_0004pr1_66U_edt.jpg,https://www.metmuseum.org/en/art/collection/search/78290
"Plants, Flowers, and Birds",Xie Zhiliu,Datable to the 1930s?,"These small-scale tracings of book illustrations must date from very early in Xie's career, before he had access to original works.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222730.jpg,https://www.metmuseum.org/en/art/collection/search/72840
Round-backed Armchair,Shao Fan,2000,"This pair of armchairs belong to Shao’s Chair series in which historic Ming-style forms are transformed into sleek, sometimes surreal, modern hybrids using contemporary forms, techniques, and materials. These works not only illuminate aesthetic connections across time and culture, but also demonstrate how China’s past can both adapt to and coexist with its rapidly changing and increasingly globalized present.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP284972.jpg,https://www.metmuseum.org/en/art/collection/search/76088
The Cassia Grove Studio,Wen Zhengming,ca. 1532,"Wen Zhengming painted The Cassia Grove Studio to celebrate the success of a fellow scholar, Zheng Zichong, at passing the civil-service examination. ""Plucking the cassia"" was a metaphor for such success. A fall flower, the cassia was usually associated with the provincial examinations, traditionally held in the autumn. The red vine leaves identify this as an autumnal scene.The painting presents Zheng Zichong in his garden. Half hidden by the wall of his studio, he appears in rapt contemplation of the scenery. The rustic structures and fence indicate the simple but elegant taste of the Ming scholar; a cabinet full of scrolls visible through the window shows his appreciation of the arts. As both a depiction of a garden studio and a portrait of its owner, Wen's gemlike painting portrays the pleasures of a scholarly life devoted to the arts and to the pursuit of learning.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP205358_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/44601
"Lotus, Rock, and Flower Study, after Chen Hongshou",Xie Zhiliu,Datable to the 1930s,"Here, Xie traced a Chen Hongshou (1599–1652) composition of a lotus and a rock, including the signature ""Hongshou."" Afterward, he reused the same paper to copy an unrelated flowering branch.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP226589.jpg,https://www.metmuseum.org/en/art/collection/search/72966
"Butterfly, Bamboo, Flowers, and Rock, after Chen Hongshou",Xie Zhiliu,Datable to the 1930s,Both the subject matter of this composition and the style of the angular rocks and bladelike leaves identify this drawing as a derivation after a model by Chen Hongshou.,https://images.metmuseum.org/CRDImages/as/mobile-large/DP222710.jpg,https://www.metmuseum.org/en/art/collection/search/73075
"Figure Studies, Two Figures in a Boat",Xie Zhiliu,Datable to the 1930s?,"Here, Xie has created a pictorial lexicon of figure types by tracing images from earlier sources. This method of grouping similar motifs closely resembles the organizational approach of the famous seventeenth-century Mustard Seed Garden Painting Manual.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222707.jpg,https://www.metmuseum.org/en/art/collection/search/72959
"Gentleman Seated at a Stone Table, after Chen Hongshou",Xie Zhiliu,Datable to the 1930s,"This tracing, which is based on a composition that Chen Hongshou (1599–1652) reused several times, illustrates how professional painters in China have long used copybooks and models to facilitate the replication of images.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP223784.jpg,https://www.metmuseum.org/en/art/collection/search/72952
Landscape Sketches and Tree,Xie Zhiliu,20th century,This remarkable drawing from an album of landscape sketches demonstrates Xie's interest in learning directly from nature.,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-2005_411_60a_d_at-001.jpg,https://www.metmuseum.org/en/art/collection/search/73010
"Bird, Blossoming Plum, and Rock, after Chen Hongshou",Xie Zhiliu,Datable to the 1930s,"When Xie copied Chen Hongshou's (1599–1652) paintings,he typically transcribed the artist's inscriptions as well. The inscription accompanying this drawing reads: ""Laochi [Chen's style name], Hongshou painted this in the Studio of Willow Bridge.""",https://images.metmuseum.org/CRDImages/as/mobile-large/DP224435.jpg,https://www.metmuseum.org/en/art/collection/search/73079
"Camellia and Rock, after Chen Hongshou",Xie Zhiliu,Datable to the 1930s,"This tracing replicates Chen Hongshou's original painting and its inscription, which reads ""gengwu"" (1630). Xie drew a very similar camellia in the album on view in this gallery.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP226587.jpg,https://www.metmuseum.org/en/art/collection/search/72963
"Blossoming Plum, after Chen Hongshou",Xie Zhiliu,Datable to the 1930s,"Xie's admiration for Chen Hongshou (1599–1652) extended to the master's elegant calligraphy. As a result, Xie made a point of transcribing Chen's inscriptions whenever he copied the artist's pictorial compositions.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP226584.jpg,https://www.metmuseum.org/en/art/collection/search/72965
Palace Halls and Waves,Xie Zhiliu,Datable to the 1930s?,"These intricate ruled-line drawings of ancient architecture were probably traced from paintings. The photograph mounted below the drawing, made prior to restoration, illustrates the challenges of conserving the thin, brittle paper Xie favored for making tracing copies, particularly those sheets that were folded, creased, and, at times, torn.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222708.jpg,https://www.metmuseum.org/en/art/collection/search/72961
Mount Tongjun and the Tianmu Stream,Xie Zhiliu,Datable to the 1930s,"Xie's inscriptions identify this scene as the left side of Mount Tongjun, near the Tianmu Stream, in northwest Zhejiang province. The inclusion of a bus by the ferryboat crossing reflects Xie's commitment to depicting the site's contemporary reality.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222331_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/75685
Studies of a Bee,Xie Zhiliu,ca. 1930s,"These tiny studies could only have been made from an actual bee, perhaps one that had recently died. They are accompanied by Xie's handwritten notes on color.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222333_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/75687
"West Lake, Hangzhou: Little Isle of the Immortals",Xie Zhiliu,20th century,"In the lower left corner of this sheet, Xie recorded the poetic four-character phrase ""Winding Path to Obscure Sites,"" which had been inscribed onto a plaque by Kang Youwei (1858–1927) to describe this particular spot.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222337_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/75691
Recluse playing the zither in a pine grove,Wen Zhengming,ca. 1540,"Wen Zhengming was the most influential Suzhou painter of the sixteenth century. He created his own immortality with his dogged determination to excel, his dozens of students, and an unusually long life of prodigious artistic production. In Playing the Qin in the Shade of the Pines, one of Wen's largest works, the freely executed boulders and impressionistically rendered trees coalesce into powerful interlocking forms when viewed, as intended, from across a spacious hall. The scroll is roughly contemporaneous with Wen's equally large calligraphic scrolls of the late 1520s, which were commissioned by the Jiajing emperor (r. 1522–66).Playing the seven-string zither (qin), a versatile instrument able to suggest nature's sounds, is associated with the solitary self-cultivation and reclusive existence of the scholar. A seventeenth-century qin is on display in the Ming Room of the Astor Court.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-24654-002_crd.jpg,https://www.metmuseum.org/en/art/collection/search/45778
Bamboo,Xie Zhiliu,ca. 1930s,"This sketch illustrates Xie's interest in studying actual specimens of bamboo. Nonetheless, the regularized lines of the stalks and joints reflect his familiarity with traditional ""double-outline"" renderings, which served as the basis for his translation of nature into art.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP222309_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/75643
Drunken fisherman by a reed bank,Tang Yin,early 16th century,"The fisherman, symbol of the scholar in retirement, is drunk and fast asleep under the awning of his boat, oblivious to the cares of the world. Tang Yin expands upon the meaning of his painting in the accompanying poem:Punting pole stuck in the reeds, he ties up his skiff;Late at night, the moon climbs to the top of the pole.The old fisherman is dead drunk, call him, he won't wake up,In the morning he rises, frost-prints on the shadow of his raincoat.(Jonathan Chaves, trans., ""Some Relationships Between Poetry and Painting in China,"" Renditions, vol. 6 [1976], p. 90)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP-35892-002.jpg,https://www.metmuseum.org/en/art/collection/search/45760
Wang Xizhi Watching Geese,Ren Xia,dated 1896,,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-33237-002.jpg,https://www.metmuseum.org/en/art/collection/search/42556
Record of the Following One's Ancestor Studio,Zheng Yuanyou,dated 1345,"This text, written when scholars living in retirement became intimately identified with their gardens or studios, is a rare fourteenth-century example of a new literary genre, the ""studio memoir."" But as Zheng's brief postscript makes clear, the essay was also intended to function as a letter of introduction for its recipient, an aspiring young student named Xu Huan. In the postscript, Zheng asks Xu Huan to show the scroll to a high-ranking official who might help Xu with an appointment. By adopting the form of a studio history in his essay, Zheng is able to discuss Xu Huan's illustrious family background and virtuous intentions while maintaining a tasteful and face-saving indirectness.The elegance of Zheng Yuanyou's calligraphy reflects the refined sensibilities of both the writer and the recipient. Zheng was among the first to develop a distinctive new calligraphic style of elongated characters and exaggerated turning strokes and hooks that was based on late Han dynasty archaic models. This antiestablishment style is commonly associated with Zheng's most famous pupil, the recluse-artist Ni Zan (1306–1374), who made it synonymous with scholars living in retirement. Zheng's early use of this style suggests that it was not Ni's personal invention but a widespread cultural phenomenon expressive of the reclusive spirit of the times.",https://images.metmuseum.org/CRDImages/as/mobile-large/1994_308_S2_d.jpg,https://www.metmuseum.org/en/art/collection/search/42329
"Remote Valleys, Sounds of Waterfalls, Deep Forests",Liu Yu,dated 1678,"Liu Yu, a Nanjing native, is not listed among the Eight Masters of Jinling (Nanjing), but he belonged to the same circle of leading collectors and artists active in the city during the late seventeenth century, when it was a vital center for the arts. Liu developed an eclectic style that combined the dry, linear brushwork of the Nanjing individualist Gong Xian (1619–1689) with the landscape forms and brush idioms of the Orthodox master Wang Hui (1632–1717). Liu further enlivened his integration of stylistic sources with playful shifts in scale and spatial distortions—visual effects intended to convey his ""scholarly amateurism."" Like other Nanjing masters of the time, Liu balanced his commitment to calligraphic abstraction with the desire to make his pictures visually appealing.Here, alternating familiar scenes of human habitation with dramatic depictions of natural scenery, he created a landscape that engages viewers and transports them to another world.",https://images.metmuseum.org/CRDImages/as/mobile-large/DP210925_CRD.jpg,https://www.metmuseum.org/en/art/collection/search/62739
