藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Vase,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),One of a pair of Hu vases.  Inverted crown design on the neck.  Shoulder has an abstract painted design in volutes.  Lower part of the jar is dotted.  Made of gray clay with a white ground and designs in orange and black.,https://art.nelson-atkins.org/internal/media/dispatcher/51079/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/21528/vase;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=107
Mountain Landscape,Purchase: William Rockhill Nelson Trust,16th century,"Mountain landscape with figures. Foreground: figures on horseback crossing bridge leading to a pavilion where people are seated.  Two gentlemen standing on an arched bridge, with small attendant carrying a wrapped lute.  Background: two-storied gate, and group of buildings in forest.  Signature of Chou Ch'en. Silk much darkened with age.",,https://art.nelson-atkins.org/objects/21569/mountain-landscape;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=108
Wine Cup,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Oblong bowl with two flanges on the long sides. Serpentine design on side, zig-zag design in relief on edge. Iridescent green glaze.",https://art.nelson-atkins.org/internal/media/dispatcher/34502/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/21601/wine-cup;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=109
Vase,Purchase: William Rockhill Nelson Trust,Yongzheng period (1723-1735),"Vase with two tubular handles and holes in rectangular foot, oval shaped, with a grayish blue glaze and buff crackle.",https://art.nelson-atkins.org/internal/media/dispatcher/34947/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/21617/vase;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=110
Bowl,Purchase: William Rockhill Nelson Trust,Song dynasty (960-1279),"One of a pair of small bowls, with a molded petal design inside, with scalloped edges, a very pale celadon glaze, and a small foot.",https://art.nelson-atkins.org/internal/media/dispatcher/52764/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/20452/bowl;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=111
Figure,Purchase: William Rockhill Nelson Trust,Han dynasty (206 B.C.E.-220 C.E.),,https://art.nelson-atkins.org/internal/media/dispatcher/51078/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/20483/figure;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=112
Shakyamuni Buddha,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),Buddha in red and green robe; four small guardians around throne; two bodhisattvas seated on phoenix; Jataka scenes in halo.,https://art.nelson-atkins.org/internal/media/dispatcher/79093/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/19221/shakyamuni-buddha;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=113
Standing Attendant Bodhisattva,Purchase: William Rockhill Nelson Trust,ca. 725 C.E.,"Headless standing figure facing toward proper left, with left hip thrust out, the right knee bent, the left arm pendant, holding a fragment of the figure's scarf, the right arm is broken off at the elbow.  Wears Indian style drapery, a long dhoti with a girdle and a flowing scarf draped diagonally across the upper body.  Also wears a necklace with a pendant jewel, armlets, and bracelets.  Traces of original polychrome.",https://art.nelson-atkins.org/internal/media/dispatcher/31470/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/20799/standing-attendant-bodhisattva;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=114
Spatula Fragment,Purchase: William Rockhill Nelson Trust,12th-11th century B.C.E.,"Chinese Bronzes, Metropolitan Museum of Art, New
York, 1938, no. 112.Golden Gate International Exhibition, San Francisco, California, 1939,
no. 3.Ancient Chinese Bronzes, Pomona College, Claremont, California,
September – December, 1947.",https://art.nelson-atkins.org/internal/media/dispatcher/27559/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/20175/spatula-fragment;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=115
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,Shang dynasty (1500-1045 B.C.E.),"The Shang elite addressed questions to their ancestors using the shoulder blades (scapula) of oxen and the underbelly shells (plastron) of turtles. When a hot poker was applied to the rear, cracks appeared on the front surface. These cracks were interpreted as answers to the questions, which were inscribed alongside. These inscriptions represent the earliest surviving substantive examples of Chinese writing.",,https://art.nelson-atkins.org/objects/22892/inscribed-oracle-bone;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=116
Vase,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),One of a pair of Hu vases.  Inverted crown design on the neck.  Shoulder has an abstract painted design in volutes.  Lower part of the jar is dotted.  Made of gray clay with a white ground and designs in orange and black.,https://art.nelson-atkins.org/internal/media/dispatcher/51081/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/22475/vase;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=117
Pig Pen and Latrine,Purchase: William Rockhill Nelson Trust,Han dynasty (206 B.C.E.-220 C.E.),One large boar in an enclosed pen. On one corner of the pen is a small house with approaching stairway.,https://art.nelson-atkins.org/internal/media/dispatcher/34316/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/15618/pig-pen-and-latrine;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=118
Kalavinka Musician,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda with imagery of a celestial musician in half-human, half-bird form.",https://art.nelson-atkins.org/internal/media/dispatcher/125457/preview;jsessionid=E81865BA3139041C76B22BC6CA027947,https://art.nelson-atkins.org/objects/15936/kalavinka-musician;jsessionid=E81865BA3139041C76B22BC6CA027947?ctx=97fdcc5c-c55a-44c6-93c2-f3a1f0d4753d&idx=119
Sheep Pen,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Iridescent green glazed pottery. Four rams in an enclosed pen, attended by a man on horseback.",https://art.nelson-atkins.org/internal/media/dispatcher/34315/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/16455/sheep-pen;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=120
Stand,Purchase: William Rockhill Nelson Trust,Han dynasty (206 B.C.E.-220 C.E.),Four legged pottery stand.  Three fourths of each side and one end is solid.,https://art.nelson-atkins.org/internal/media/dispatcher/51076/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/16582/stand;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=121
Ornament,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda with imagery of a celestial musician playing a flute.",https://art.nelson-atkins.org/internal/media/dispatcher/125459/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/18391/ornament;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=122
Bust of a Guardian King,Purchase: William Rockhill Nelson Trust,ca. 570-575 C.E.,"Art in Asia and the West, San Francisco Museum of Art.
October-December 1957.",https://art.nelson-atkins.org/internal/media/dispatcher/27639/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/20305/bust-of-a-guardian-king;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=123
Figurine,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"Dancing female figure with a red sash at the waist, long striped sleeves, and a long skirt with black stripes.",https://art.nelson-atkins.org/internal/media/dispatcher/51725/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/17806/figurine;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=124
Equestrian Figure,Purchase: William Rockhill Nelson Trust,8th century C.E.,"Standing greenish-white glaze horse with brown glaze tail and mane, surmounted by male rider in Tartar costume of green glaze. boots, and saddle in black paint. brilliantly painted.",https://art.nelson-atkins.org/internal/media/dispatcher/26500/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/24237/equestrian-figure;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=125
Lampstand,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Seated woman with conical headdress and child in lap, holds in left arm a large socket.",https://art.nelson-atkins.org/internal/media/dispatcher/26465/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/25503/lampstand;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=126
Lamp or Socket,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),"Seated woman with conical headdress and child in lap, holds in left arm a large socket.",https://art.nelson-atkins.org/internal/media/dispatcher/51125/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/26783/lamp-or-socket;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=127
Ornament,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda with imagery of a celestial musician playing a flute.",https://art.nelson-atkins.org/internal/media/dispatcher/125461/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/23028/ornament;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=128
Pheasants in Landscape,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"Two brown pheasants with red heads in lower center, two grey ones with red bills on limb of tree which crosses upper right.  Waterfall full length on right side.",,https://art.nelson-atkins.org/objects/23616/pheasants-in-landscape;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=129
Flowers and Birds of Spring,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),"The Spring scene from an original set of ""Birds and Flowers of the Four Seasons.""  Depicts two pheasants on rocks among bamboo and blossoming trees near a waterfall.",https://art.nelson-atkins.org/internal/media/dispatcher/36967/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/30123/flowers-and-birds-of-spring;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=130
"Ceiling Panels, from Zhihua Temple, Beijing, China",Purchase: William Rockhill Nelson Trust,1736-1796,Carved cypress wood with gold leaf; dragon design carved in relief,https://art.nelson-atkins.org/internal/media/dispatcher/33498/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/30553/ceiling-panels-from-zhihua-temple-beijing-china;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=131
"Gateway Tile from the Tomb Compound of Prince Ding, a Son of the Qianlong Emperor",Gift of Lt. J. M. McHugh,1750,Gateway of green and yellow tiles with two flower medallions in panels,https://art.nelson-atkins.org/internal/media/dispatcher/28987/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/9223/gateway-tile-from-the-tomb-compound-of-prince-ding-a-son-of;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=132
Reverent Monk,Purchase: William Rockhill Nelson Trust,ca. 570 C.E.,"Standing male figure in bas-relief, darkened sandstone.  Right hand is raised, palm open, with ends of drapery folded over the left arm, slightly raised.  The lower part of the figure is restored.",https://art.nelson-atkins.org/internal/media/dispatcher/31475/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/9060/reverent-monk;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=133
Kalavinka Musician,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda. Imagery depicts a celestial musician of half-human, half-bird form playing a harp.",https://art.nelson-atkins.org/internal/media/dispatcher/125465/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/9827/kalavinka-musician;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=135
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,Shang dynasty (1500-1045 B.C.E.),"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.",,https://art.nelson-atkins.org/objects/11885/inscribed-oracle-bone;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=136
Equestrian Figure,Purchase: William Rockhill Nelson Trust,8th century C.E.,"In Quest of
Excellence, Center for the Fine Arts, Miami, January 12 - April 22, 1984.",https://art.nelson-atkins.org/internal/media/dispatcher/26501/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/29248/equestrian-figure;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=138
Lady in Garden with Two Attendants,Purchase: William Rockhill Nelson Trust,18th century,Woman in blue robe seated with table at her back; attendant in green brocade dress holding a child; servant girl in gray bringing a cup on a tray.,,https://art.nelson-atkins.org/objects/29400/lady-in-garden-with-two-attendants;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=139
Lady in Garden,Purchase: William Rockhill Nelson Trust,18th century,"Woman seated before a table and screen.  Serving girl dressed in purple at right and girl in black in back.  Pavilion in background.  Deer, two cranes, dogs, and vases in foreground.",https://art.nelson-atkins.org/internal/media/dispatcher/41253/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/29401/lady-in-garden;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=140
Kalavinka Musician,Purchase: William Rockhill Nelson Trust,Tang dynasty (618-906 C.E.),"One side of the upper frieze of a small, octagonal cinerary pagoda with imagery of a celestial musician playing a wind instrument.",https://art.nelson-atkins.org/internal/media/dispatcher/125460/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/29634/kalavinka-musician;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=141
Lady Leaning on a Tree,Purchase: William Rockhill Nelson Trust,Qing dynasty (1644-1911),"With C. C. Wang (1907-2003), New York, by 1967;Purchased from C. C. Wang by The Nelson-Atkins Museum of Art, Kansas City, MO, 1967.NOTES:[1] Wang Jiqian (Chi-Cheng, called C. C. Wang) was an artist, collector and dealer who was known especially for his expertise in Chinese paintings. He emigrated to the United States from China in 1949.",https://art.nelson-atkins.org/internal/media/dispatcher/37040/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/27186/lady-leaning-on-a-tree;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=142
Standing Attendant Bodhisattva,Purchase: William Rockhill Nelson Trust,ca. 725 C.E.,"Headless standing figure, with the body turned slightly to the right, the left foot raised as though walking, left knee bent, right arm pendant, holding a fragment of drapery, left arm raised, though broken off just below the elbow.  Wears a long dhoti, scarves draped diagonally across the upper body, ribbons falling from the shoulder, a necklace with a pendant jewel, and an armlet and bracelet on the right arm.  Traces of original polychrome.",https://art.nelson-atkins.org/internal/media/dispatcher/31471/preview;jsessionid=5D38EE006A15DDBA95DECC204E67FA61,https://art.nelson-atkins.org/objects/25723/standing-attendant-bodhisattva;jsessionid=5D38EE006A15DDBA95DECC204E67FA61?ctx=baa0e7d4-c35b-496b-b338-6ce91dd2f6a3&idx=143
Bead Box,Purchase: William Rockhill Nelson Trust,Qing dynasty (1644-1911),Brown wood box with carved designs of symbols of happiness including circular Shou characters in gold. Brass bands around the edges of the box.  Lined with pewter.,https://art.nelson-atkins.org/internal/media/dispatcher/66000/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/31143/bead-box;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=145
Magnolia Blossoms,Purchase: William Rockhill Nelson Trust,Ming dynasty (1368-1644),Two sprays of magnolia blossoms in gray and black.,,https://art.nelson-atkins.org/objects/31718/magnolia-blossoms;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=147
Village in a Snowy Landscape 雪村圖,Purchase: William Rockhill Nelson Trust,19th century,Scene of houses at the foot of mountains that extend up into the clouds.  Seal in red at the top.,,https://art.nelson-atkins.org/objects/31753/village-in-a-snowy-landscape-;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=148
Torso of a Bodhisattva (one of a pair),Purchase: William Rockhill Nelson Trust,Sui dynasty (581-618 C.E.),"Standing figure of a bodhisattva, head and arms lacking.  Garment of dhoti, with scarves passing through a ring below the waist and wearing a necklace.  One of a pair with 40-32, but sculpted by a different craftsman.",https://art.nelson-atkins.org/internal/media/dispatcher/26482/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/26297/torso-of-a-bodhisattva-one-of-a-pair;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=150
Listening to the Qin by Candlelight,Purchase: William Rockhill Nelson Trust,17th century,"Album painting of a seated man and woman with landscape screen in background, lamp in the foreground; man plays a stringed instrument.",https://art.nelson-atkins.org/internal/media/dispatcher/111466/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/26522/listening-to-the-qin-by-candlelight;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=151
Portrait of Ma Shiqi (1650–1714),Purchase: William Rockhill Nelson Trust,ca. 1687,Bearded gentleman wearing official hat with a red tassel and a brown robe trimmed with blue; seated on a rock.,https://art.nelson-atkins.org/internal/media/dispatcher/41255/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/25945/portrait-of-ma-shiqi-16501714;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=152
Bowl,Purchase: William Rockhill Nelson Trust,Southern Song dynasty (1127-1279),Bowl with a dark reddish-brown body.  Blue-black glaze flecked with brown.,https://art.nelson-atkins.org/internal/media/dispatcher/52763/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/26068/bowl;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=153
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,Shang dynasty (1500-1045 B.C.E.),"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.",,https://art.nelson-atkins.org/objects/28874/inscribed-oracle-bone;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=154
Warrior,Purchase: William Rockhill Nelson Trust,Northern Wei dynasty (386-534 C.E.),"Warrior figure dressed in leather armour, with wide leather trousers gathered at the knee, a small cap and ribbons, and a skirt with a pressed geometric design.  The face has a full beard and the figure has a flat back.  Unglazed, with traces of polychrome.",https://art.nelson-atkins.org/internal/media/dispatcher/51053/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/28900/warrior;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=155
Door Panels from a Temple,Gift of C.T. Loo,Qing dynasty (1644-1911),"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files.",https://art.nelson-atkins.org/internal/media/dispatcher/125870/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/35333/door-panels-from-a-temple;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=156
Door Panels from a Temple,Gift of C.T. Loo,Qing dynasty (1644-1911),"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files.",https://art.nelson-atkins.org/internal/media/dispatcher/125871/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/35334/door-panels-from-a-temple;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=157
Door Panels from a Temple,Gift of C.T. Loo,Qing dynasty (1644-1911),"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files.",https://art.nelson-atkins.org/internal/media/dispatcher/125872/preview;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2,https://art.nelson-atkins.org/objects/35335/door-panels-from-a-temple;jsessionid=C4CB2B660BB44A93A6E856546A7AFFD2?ctx=1e8519f9-ff13-40a9-be81-6edc2fae4a4b&idx=158
